episode_reward_mean,episode_len_mean,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,info/weights_norm,info/weights_std,info/grad_norm,info/update_ratio,info/episodes_this_iter,info/episodes_so_far,perf/cpu_util_percent,perf/ram_util_percent
7663.9907,101.0,3232,False,145167,,45,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-31-46,1760103106,16.48705267906189,821.7650244235992,248636,DESKTOP-8TJQ7GE,127.0.0.1,821.7650244235992,145167,45,549.0448,0.09064589,9111.554,0.040773056,32,1440,6.4375,31.337500000000002
7663.9907,nan,3232,False,148399,,46,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-32-02,1760103122,16.824466705322266,838.5894911289215,248636,DESKTOP-8TJQ7GE,127.0.0.1,838.5894911289215,148399,46,549.944,0.090720184,7954.2544,0.038062394,32,1472,7.0086956521739125,31.360869565217378
7663.9907,nan,3232,False,151631,,47,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-32-19,1760103139,17.024707555770874,855.6141986846924,248636,DESKTOP-8TJQ7GE,127.0.0.1,855.6141986846924,151631,47,550.6591,0.09077926,8862.307,0.040143408,32,1504,6.745833333333334,31.391666666666666
7663.9907,nan,3232,False,154863,,48,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-32-34,1760103154,14.751275777816772,870.3654744625092,248636,DESKTOP-8TJQ7GE,127.0.0.1,870.3654744625092,154863,48,551.6694,0.09086258,8588.525,0.03949279,32,1536,6.614285714285715,31.399999999999995
7663.9907,nan,3164,False,158027,,49,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-32-50,1760103170,15.912138223648071,886.2776126861572,248636,DESKTOP-8TJQ7GE,127.0.0.1,886.2776126861572,158027,49,552.66516,0.090944536,10013.574,0.042604454,32,1568,7.113043478260869,31.39999999999999
7598.534,101.0,3232,False,161259,,50,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-33-07,1760103187,16.40796995162964,902.6855826377869,248636,DESKTOP-8TJQ7GE,127.0.0.1,902.6855826377869,161259,50,552.7824,0.09095421,1870.1917,0.018395519,32,1600,6.5782608695652165,31.39999999999999
7598.534,nan,3232,False,164491,,51,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-33-21,1760103201,14.656862735748291,917.3424453735352,248636,DESKTOP-8TJQ7GE,127.0.0.1,917.3424453735352,164491,51,553.4525,0.09100938,7431.393,0.036665533,32,1632,6.376190476190477,31.323809523809516
7662.6562,101.0,3232,False,167723,,52,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-33-38,1760103218,16.87905716896057,934.2215025424957,248636,DESKTOP-8TJQ7GE,127.0.0.1,934.2215025424957,167723,52,554.3477,0.091082975,9110.119,0.04057157,32,1664,6.504166666666666,31.391666666666662
7662.6562,nan,3232,False,170955,,53,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-33-54,1760103234,15.813821077346802,950.0353236198425,248636,DESKTOP-8TJQ7GE,127.0.0.1,950.0353236198425,170955,53,555.01666,0.09113801,6668.859,0.03468444,32,1696,6.931818181818182,31.36818181818181
5609.05,101.0,3232,False,174187,,54,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-34-12,1760103252,17.94872784614563,967.9840514659882,248636,DESKTOP-8TJQ7GE,127.0.0.1,967.9840514659882,174187,54,556.034,0.09122151,8895.686,0.040034704,32,1728,6.116000000000001,31.399999999999995
5609.05,nan,3232,False,177419,,55,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-34-29,1760103269,16.766483545303345,984.7505350112915,248636,DESKTOP-8TJQ7GE,127.0.0.1,984.7505350112915,177419,55,556.53876,0.0912628,6480.4126,0.034138985,32,1760,6.870833333333333,31.3875
5609.05,nan,3232,False,180651,,56,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-34-46,1760103286,17.429264068603516,1002.179799079895,248636,DESKTOP-8TJQ7GE,127.0.0.1,1002.179799079895,180651,56,557.5849,0.091348626,7242.9404,0.036075287,32,1792,6.34,31.399999999999995
5609.05,nan,3232,False,183883,,57,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-35-03,1760103303,16.437574863433838,1018.6173739433289,248636,DESKTOP-8TJQ7GE,127.0.0.1,1018.6173739433289,183883,57,558.4926,0.09142281,8317.594,0.038622756,32,1824,7.47391304347826,31.373913043478257
5609.05,nan,3232,False,187115,,58,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-35-19,1760103319,16.6422336101532,1035.259607553482,248636,DESKTOP-8TJQ7GE,127.0.0.1,1035.259607553482,187115,58,559.6423,0.09151698,9017.297,0.040181797,32,1856,6.034782608695651,31.39999999999999
5867.2363,101.0,3232,False,190347,,59,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-35-36,1760103336,16.47537589073181,1051.7349834442139,248636,DESKTOP-8TJQ7GE,127.0.0.1,1051.7349834442139,190347,59,560.7998,0.09161165,10308.65,0.0429186,32,1888,7.516666666666667,31.379166666666663
5640.4272,101.0,3232,False,193579,,60,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-35-53,1760103353,17.527376651763916,1069.2623600959778,248636,DESKTOP-8TJQ7GE,127.0.0.1,1069.2623600959778,193579,60,561.8066,0.091693856,8548.252,0.039042246,32,1920,6.848,31.399999999999995
5640.4272,nan,3232,False,196811,,61,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-36-10,1760103370,16.43021059036255,1085.6925706863403,248636,DESKTOP-8TJQ7GE,127.0.0.1,1085.6925706863403,196811,61,562.54034,0.09175363,6324.2236,0.03355137,32,1952,7.608695652173913,31.373913043478257
5640.4272,nan,3134,False,199945,,62,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-36-26,1760103386,15.938712358474731,1101.631283044815,248636,DESKTOP-8TJQ7GE,127.0.0.1,1101.631283044815,199945,62,563.20276,0.09180755,8827.864,0.039614197,32,1984,6.545454545454547,31.39999999999999
