1,357,3.8663179874420166
2,714,6.080743789672852
3,1071,8.120146751403809
4,1428,9.877936363220215
5,1785,11.553092956542969
6,2142,12.811232566833496
7,2499,14.336520195007324
8,2856,15.552851676940918
9,3213,17.210121154785156
10,3570,18.270153045654297
11,3927,19.75910186767578
12,4284,21.04895782470703
13,4641,21.843399047851562
14,4998,23.184507369995117
15,5355,24.200429916381836
16,5712,25.739330291748047
17,6069,27.454397201538086
18,6426,28.314117431640625
19,6783,30.083898544311523
20,7140,31.708097457885742
21,7497,33.330657958984375
22,7854,34.847164154052734
23,8211,37.111488342285156
24,8568,38.675498962402344
25,8925,40.69614028930664
26,9282,42.76108169555664
27,9639,44.79157638549805
28,9996,47.76005935668945
29,10353,50.126102447509766
30,10710,52.96354293823242
31,11067,56.71361541748047
32,11424,59.342872619628906
33,11781,62.51723098754883
34,12138,65.12833404541016
35,12495,69.1033706665039
36,12852,73.49433135986328
37,13209,75.36213684082031
38,13566,79.99186706542969
39,13923,82.80628204345703
40,14280,86.50617218017578
41,14637,90.63317108154297
42,14994,96.10006713867188
43,15351,99.2652816772461
44,15708,103.67098236083984
45,16065,107.98853302001953
46,16422,112.35859680175781
47,16779,118.47840881347656
48,17136,122.54994201660156
49,17493,128.24514770507812
50,17850,133.1600799560547
51,18207,137.95677185058594
52,18564,142.51876831054688
53,18921,148.53489685058594
54,19278,154.35342407226562
55,19635,160.21978759765625
56,19992,168.4698944091797
57,20349,174.1935272216797
58,20706,181.8786163330078
59,21063,186.883056640625
60,21420,195.35459899902344
61,21777,203.00872802734375
62,22134,210.4710693359375
63,22491,221.20156860351562
64,22848,228.60394287109375
65,23205,239.1194305419922
66,23562,247.87258911132812
67,23919,257.836669921875
68,24276,272.2681884765625
69,24633,281.4761657714844
70,24990,295.3742980957031
71,25347,309.5531921386719
72,25704,320.6297607421875
73,26061,339.758544921875
74,26418,355.9082336425781
75,26775,368.1683654785156
76,27132,390.62823486328125
77,27489,407.9217834472656
78,27846,428.96337890625
79,28203,454.347412109375
80,28560,471.5736389160156
81,28917,495.7112121582031
82,29274,519.5355834960938
83,29631,547.427734375
84,29988,569.92919921875
85,30345,601.2251586914062
86,30702,633.7472534179688
87,31059,660.9663696289062
88,31416,690.4451293945312
89,31773,731.0062255859375
90,32130,764.5173950195312
91,32487,812.7046508789062
92,32844,850.1484375
93,33201,898.2182006835938
94,33558,935.6177368164062
95,33915,988.3894653320312
96,34272,1041.0478515625
97,34629,1102.1048583984375
98,34986,1156.313232421875
99,35343,1215.803955078125
100,35700,1283.97021484375
